record_id,nama_usaha,alamat,kecamatan
R000719,UD Kencana Busana,JALAN DURIAN NOMOR 38 RT 08 RW 05,Bogor Timur
R001226,STUDIO Sejahtera Pangan,JALAN KEBUN RAYA NOMOR 47 RT 04 RW 09,Bogor Tengah
R004656,  CV Gemilang Utama ,  Jl.  Kamboja   No 5  RT 01 / RW 07 ,Tanah Sareal
R011485,STUDIO Karya Bersama 226,JALAN NUSA INDAH NOMOR 109 RT 06 RW 12,Bogor Utara
R004716,PT Nusantara Jaya,JALAN KEBUN RAYA NOMOR 197 RT 07 RW 05,Bogor Selatan
R012397,KEDAI Abadi Bersama 988,JALAN WIJAYA NOMOR 82 RT 06 RW 07,Bogor Timur
R013915,CV Maju Sejahtera 194,JALAN DAHLIA NOMOR 18 RT 13 RW 05,Bogor Tengah
R006436,KEDAI Abadi Kreatif,JALAN PAJAJARAN NOMOR 244 RT 11 RW 05,Bogor Selatan
R005014,CV Harapan Abadi,jl pinus no 74 rt 8 rw 11,Bogor Selatan
R009731,DEPOT Gemilang Motor 811,JALAN SENTOSA NOMOR 62 RT 14 RW 10,Bogor Tengah
R007145,CV Utama Teknik,JALAN WIJAYA NOMOR 127 RT 15 RW 08,Bogor Tengah
R006170,WARUNG Harapan Teknik,JALAN WIJAYA NOMOR 185 RT 05 RW 07,Bogor Tengah
R012192,STUDIO Makmur Abadi 809,JALAN MENTARI NOMOR 84 RT 07 RW 01,Bogor Tengah
R003092,BENGKEL Cahaya Elektronik,JALAN CEMPAKA NOMOR 98 RT 09 RW 05,Tanah Sareal
R006444,PT Sentosa Bersama,JALAN NUSA INDAH NOMOR 172 RT 05 RW 01,Bogor Utara
R005586,BENGKEL Kencana Jaya,JALAN CEMPAKA NOMOR 249 RT 11 RW 11,Bogor Utara
R002698,TOKO Sejahtera Abadi,JALAN SEJAHTERA NOMOR 102 RT 13 RW 06,Bogor Barat
R007213,STUDIO Lestari Karya,JALAN CEMPAKA NOMOR 128 RT 10 RW 10,Bogor Barat
R009957,DEPOT Lestari Utama 968,JALAN DURIAN 184 RT 10 RW 10,Bogor Selatan
R014008,PT Lestari Utama 278,Jl. Mentari No. 107 RT 5/RW 2,Bogor Utara
R010122,KEDAI Utama Busana 107,JALAN SILIWANGI NOMOR 2 RT 07 RW 05,Bogor Selatan
R008159,WARUNG Sejahtera Utama 543,JALAN KEBUN RAYA NOMOR 57 RT 01 RW 04,Tanah Sareal
R009973,STUDIO Sukses Motor 981,JALAN KEBUN RAYA NOMOR 83 RT 02 RW 10,Bogor Utara
R014324,UD Cahaya Karya 534,JALAN KAMBOJA NOMOR 165 RT 03 RW 07,Bogor Tengah
R002885,TOKO Jaya Motor,JALAN PAJAJARAN NOMOR 60 RT 01 RW 05,Bogor Tengah
R000656,BENGKEL Abadi Pangan,JALAN MERDEKA NOMOR 136 RT 11 RW 03,Bogor Tengah
R010052,WARUNG Nusantara Busana 050,JALAN KAMBOJA NOMOR 167 RT 09 RW 10,Tanah Sareal
R014134,PT Gemilang Usaha 370,JALAN KENANGA NOMOR 81 RT 15 RW 06,Bogor Barat
R011543,CV Gemilang Busana 273,JALAN KAMBOJA NOMOR 161 RT 03 RW 05,Bogor Tengah
R008395,UD Makmur Utama 738,JALAN MAWAR NOMOR 149 RT 06 RW 02,Tanah Sareal
R012845,KEDAI Makmur Karya 345,JALAN WIJAYA NOMOR 79 RT 06 RW 11,Bogor Barat
R002703,UD Jaya Jaya,JALAN KENANGA NOMOR 91 RT 14 RW 08,Bogor Utara
R003679,TOKO Cahaya Kreatif,JALAN CEMPAKA NOMOR 217 RT 05 RW 12,Bogor Utara
R004148,BENGKEL Sentosa Persada,JALAN KEBUN RAYA NOMOR 177 RT 09 RW 04,Bogor Selatan
R006742,WARUNG Abadi Usaha,JALAN CEMPAKA NOMOR 118 RT 14 RW 07,Bogor Selatan
R010155,KEDAI Mitra Persada 132,JALAN SENTOSA NOMOR 157 RT 13 RW 05,Bogor Timur
R002310,WARUNG Karya Niaga,JALAN DAHLIA NOMOR 93 RT 13 RW 01,Bogor Selatan
R011348,WARUNG Harapan Makmur 115,JALAN MENTARI NOMOR 45 RT 15 RW 01,Bogor Utara
R001658,DEPOT Lestari Pangan,JALAN PINUS NOMOR 55 RT 12 RW 10,Bogor Utara
R000544,KEDAI Gemilang Teknik,JALAN KAMBOJA NOMOR 27 RT 07 RW 03,Bogor Tengah
R004781,DEPOT Mitra Teknik,  Jl.  Dahlia   No 107  RT 07 / RW 04 ,Bogor Utara
R005164,KEDAI Mitra Abadi,JALAN MENTARI NOMOR 70 RT 15 RW 01,Bogor Selatan
R008169,STUDIO Gemilang Mandiri 551,JALAN SILIWANGI NOMOR 163 RT 09 RW 06,Tanah Sareal
R006636,UD Karya Sentosa,JALAN MELATI NOMOR 203 RT 10 RW 09,Bogor Utara
R006849,DEPOT Mandiri Teknik,JALAN PURNAMA NOMOR 67 RT 01 RW 03,Tanah Sareal
R006330,BENGKEL Abadi Sentosa,JALAN SEJAHTERA NOMOR 213 RT 11 RW 10,Bogor Barat
R001849,DEPOT Berkah Teknik,JALAN KENANGA NOMOR 205 RT 07 RW 12,Bogor Utara
R008371,KEDAI Cahaya Utama 717,JLN. Kencana No 177 RT.03/RW.06,Bogor Selatan
R011445,DEPOT Nusantara Usaha 190,JALAN KAMBOJA NOMOR 117 RT 01 RW 01,Bogor Utara
R005251,DEPOT Berkah Utama,JALAN MENTARI NOMOR 12 RT 14 RW 06,Tanah Sareal
R001732,UD Sukses Teknik,JALAN MANGGA NOMOR 131 RT 03 RW 01,Bogor Utara
R008958,CV Gemilang Teknik 198,JALAN SENTOSA NOMOR 187 RT 03 RW 11,Bogor Timur
R011136,WARUNG Mitra Sejahtera 934,JALAN RAMBUTAN NOMOR 4 RT 07 RW 12,Bogor Barat
R012228,UD Jaya Sejahtera 841,JALAN MENTARI NOMOR 17 RT 08 RW 03,Tanah Sareal
R001533,KEDAI Mitra Karya,JALAN PINUS NOMOR 157 RT 04 RW 02,Bogor Tengah
R008278,STUDIO Jaya Usaha 639,JALAN PUSPA NOMOR 185 RT 07 RW 06,Bogor Tengah
R001271,BENGKEL Mandiri Sejahtera,JALAN SEJAHTERA NOMOR 133 RT 02 RW 09,Tanah Sareal
R013755,DEPOT Sejahtera Bersama 060,JALAN MENTARI NOMOR 91 RT 08 RW 03,Bogor Selatan
R000851,CV Cahaya Makmur,JALAN TERATAI NOMOR 33 RT 07 RW 12,Bogor Tengah
R006822,STUDIO Gemilang Bersama,JALAN PURNAMA NOMOR 143 RT 03 RW 03,Bogor Barat
R013501,TOKO Utama Digital 867,JALAN DURIAN NOMOR 77 RT 09 RW 04,Bogor Selatan
R009805,TOKO Sentosa Sentosa 850,JALAN CENDANA NOMOR 117 RT 12 RW 03,Tanah Sareal
R000273,UD Nusantara Mandiri,JALAN MENTARI NOMOR 191 RT 08 RW 05,Tanah Sareal
R007067,DEPOT Mandiri Niaga,JALAN RAMBUTAN NOMOR 221 RT 04 RW 06,Bogor Utara
R008484,UD Lestari Motor 809,JALAN TERATAI NOMOR 55 RT 10 RW 10,Bogor Timur
R005535,DEPOT Mitra Bersama,JALAN TERATAI NOMOR 12 RT 04 RW 05,Bogor Tengah
R014895,CV Sukses Elektronik 995,JALAN PINUS NOMOR 93 RT 09 RW 09,Bogor Selatan
R010304,BENGKEL Prima Usaha 259,JALAN MAWAR NOMOR 89 RT 11 RW 04,Bogor Barat
R003182,STUDIO Sentosa Niaga,JALAN KENANGA NOMOR 79 RT 12 RW 02,Bogor Barat
R012896,TOKO Gemilang Sentosa 383,JALAN CEMPAKA NOMOR 36 RT 07 RW 01,Bogor Tengah
R006768,BENGKEL Sejahtera Abadi,JALAN TERATAI NOMOR 164 RT 04 RW 10,Bogor Timur
R009149,WARUNG Nusantara Kreatif 348,JALAN SUKAMAJU NOMOR 87 RT 05 RW 11,Bogor Timur
R006711,warung utama karya,JALAN MANGGA NOMOR 21 RT 13 RW 07,Bogor Tengah
R011422,TOKO Mandiri Jaya 175,JALAN CENDANA NOMOR 3 RT 15 RW 11,Bogor Tengah
R003611,TOKO Sentosa Motor,JALAN SENTOSA NOMOR 134 RT 05 RW 05,Tanah Sareal
R002502,UD Mitra Elektronik,JALAN PINUS NOMOR 24 RT 07 RW 09,Bogor Selatan
R002567,TOKO Anugerah Motor,JALAN SILIWANGI NOMOR 215 RT 01 RW 12,Bogor Utara
R002084,KEDAI Maju Abadi,JALAN TERATAI NOMOR 98 RT 03 RW 09,Bogor Timur
R009543,TOKO Nusantara Rasa 663,JALAN KEBUN RAYA NOMOR 90 RT 08 RW 06,Bogor Selatan
R002203,CV Utama Utama,JALAN MAWAR NOMOR 242 RT 04 RW 03,Bogor Selatan
R011517,DEPOT Anugerah Karya 250,JALAN CENDANA NOMOR 229 RT 04 RW 12,Bogor Tengah
R005796,DEPOT Mitra Karya,JALAN FLAMBOYAN NOMOR 171 RT 10 RW 10,Tanah Sareal
R004944,BENGKEL Sejahtera Abadi,JALAN CEMPAKA NOMOR 159 RT 08 RW 10,Bogor Timur
R007389,UD Berkah Digital,JALAN RAMBUTAN NOMOR 117 RT 13 RW 02,Bogor Tengah
R014497,STUDIO Sentosa Busana 664,JALAN SENTOSA NOMOR 82 RT 01 RW 12,Bogor Selatan
R014884,WARUNG Lestari Kreatif 985,"Jalan Harapan Nomor 186, RT 03 RW 12",Bogor Timur
R008812,UD Sukses Kreatif 082,JALAN PURNAMA NOMOR 78 RT 10 RW 04,Bogor Tengah
R008660,DEPOT Sentosa Sentosa 955,JALAN WIJAYA NOMOR 153 RT 15 RW 10,Bogor Selatan
R012168,DEPOT Anugerah Utama 785,JALAN MANGGA NOMOR 179 RT 07 RW 12,Bogor Selatan
R005709,STUDIO Utama Motor,JALAN PAJAJARAN NOMOR 126 RT 05 RW 09,Bogor Utara
R011259,UD Sejahtera Kreatif 037,JALAN KEMUNING NOMOR 54 RT 06 RW 02,Bogor Barat
R008878,BENGKEL Kencana Abadi 135,JALAN KEMUNING NOMOR 234 RT 06 RW 06,Bogor Barat
R009129,KEDAI Abadi Makmur 333,JALAN PAJAJARAN NOMOR 134 RT 01 RW 10,Tanah Sareal
R007417,DEPOT Anugerah Niaga,JALAN RAMBUTAN NOMOR 201 RT 08 RW 11,Bogor Utara
R013429,DEPOT Harapan Makmur 808,JALAN DAHLIA NOMOR 85 RT 11 RW 08,Bogor Selatan
R003743,CV Maju Persada,JALAN KENANGA NOMOR 64 RT 03 RW 04,Bogor Barat
R006242,WARUNG Berkah Digital,JALAN KENCANA NOMOR 69 RT 08 RW 04,Bogor Selatan
R011319,WARUNG Mitra Usaha 091,JALAN DAHLIA NOMOR 92 RT 12 RW 09,Bogor Tengah
R000182,KEDAI Lestari Mandiri,JALAN KENCANA NOMOR 37 RT 09 RW 10,Bogor Selatan
R011935,STUDIO Makmur Persada 593,JALAN ANGGREK NOMOR 65 RT 05 RW 04,Bogor Timur
R001954,WARUNG Maju Mandiri,JALAN CEMPAKA NOMOR 192 RT 12 RW 08,Bogor Utara
R010684,CV Mitra Bersama 573,JALAN CENDANA NOMOR 22 RT 15 RW 12,Bogor Timur
R004657,CV Gemilang Utama,JALAN KAMBOJA NOMOR 5 RT 01 RW 07,Tanah Sareal
R013405,PT Karya Sentosa 787,JALAN MANGGA NOMOR 17 RT 02 RW 06,Bogor Utara
R005881,BENGKEL Nusantara Utama,JALAN SUKAMAJU NOMOR 99 RT 10 RW 01,Bogor Utara
R000787,WARUNG Sentosa Teknik,JALAN RAMBUTAN NOMOR 36 RT 15 RW 01,Tanah Sareal
R009604,CV Mandiri Teknik 714,JALAN KEMUNING NOMOR 130 RT 02 RW 04,Bogor Utara
R005465,DEPOT Nusantara Karya,JALAN CEMPAKA NOMOR 192 RT 02 RW 05,Tanah Sareal
R003355,CV Gemilang Sejahtera,JALAN SENTOSA NOMOR 143 RT 08 RW 01,Bogor Utara
R006138,DEPOT Utama Persada,JALAN SEJAHTERA NOMOR 168 RT 13 RW 03,Tanah Sareal
R008314,STUDIO Harapan Kreatif 671,JALAN TERATAI NOMOR 121 RT 07 RW 08,Bogor Selatan
R002603,WARUNG Lestari Sentosa,  Jl.  Teratai   No 75  RT 15 / RW 11 ,Tanah Sareal
R005495,CV Anugerah Persada,JALAN WIJAYA 105 RT 5 RW 7,Bogor Utara
R011770,WARUNG Kencana Busana 456,JL HARAPAN NO 155 RT03 RW05,Bogor Selatan
R010160,KEDAI Sejahtera Karya 137,JALAN KEMUNING NOMOR 59 RT 13 RW 04,Bogor Barat
R000506,PT Jaya Teknik,JALAN RAMBUTAN NOMOR 137 RT 03 RW 06,Bogor Selatan
R011277,CV Nusantara Sejahtera 052,JALAN KENANGA NOMOR 155 RT 06 RW 01,Bogor Tengah
R010777,BENGKEL Mandiri Kreatif 647,JALAN WIJAYA NOMOR 163 RT 15 RW 07,Tanah Sareal
R003053,UD Sentosa Jaya,JALAN SUKAMAJU NOMOR 180 RT 02 RW 04,Tanah Sareal
R012662,CV Jaya Makmur 196,JALAN PAJAJARAN NOMOR 239 RT 12 RW 01,Bogor Utara
R004088,BENGKEL Jaya Digital,JALAN PURNAMA NOMOR 69 RT 07 RW 01,Bogor Barat
R004540,TOKO Lestari Abadi,JALAN WIJAYA NOMOR 127 RT 05 RW 05,Bogor Tengah
R009953,DEPOT Anugerah Makmur 966,JALAN NUSA INDAH NOMOR 108 RT 07 RW 10,Bogor Utara
R011369,PT Utama Jaya 133,JALAN MELATI NOMOR 204 RT 06 RW 03,Bogor Timur
R006338,UD Gemilang Persada,JALAN CENDANA NOMOR 44 RT 15 RW 10,Bogor Tengah
R002636,STUDIO Sukses Bersama,JALAN TERATAI NOMOR 46 RT 13 RW 02,Bogor Selatan
R003566,STUDIO Makmur Kreatif,JALAN MENTARI NOMOR 190 RT 05 RW 10,Bogor Barat
R011495,CV Jaya Teknik 234,JALAN DAHLIA NOMOR 63 RT 06 RW 09,Bogor Tengah
R014409,STUDIO Sukses Usaha 606,JALAN SUKAMAJU NOMOR 70 RT 09 RW 09,Bogor Selatan
R008486,STUDIO Gemilang Motor 811,JALAN KEMUNING NOMOR 214 RT 08 RW 06,Bogor Selatan
R013625,KEDAI Karya Karya 957,JALAN WIJAYA NOMOR 87 RT 04 RW 07,Bogor Utara
R014401,CV Karya Digital 599,JALAN FLAMBOYAN NOMOR 108 RT 14 RW 10,Bogor Timur
R009435,UD Prima Rasa 583,JALAN MENTARI NOMOR 32 RT 12 RW 10,Bogor Selatan
R004093,TOKO Utama Utama,JALAN CEMPAKA NOMOR 224 RT 15 RW 06,Bogor Utara
R011608,KEDAI Maju Karya 327,JALAN MERDEKA NOMOR 192 RT 07 RW 03,Bogor Tengah
R011933,DEPOT Karya Utama 592,JALAN DURIAN NOMOR 158 RT 05 RW 09,Bogor Utara
R013015,WARUNG Lestari Digital 479,JALAN MENTARI NOMOR 53 RT 12 RW 02,Bogor Barat
R002945,KEDAI Harapan Abadi,JALAN PUSPA NOMOR 39 RT 07 RW 08,Bogor Barat
R003972,CV Sejahtera Sejahtera,JALAN KEBUN RAYA NOMOR 137 RT 06 RW 07,Bogor Tengah
R006989,WARUNG Makmur Kreatif,JALAN KENANGA NOMOR 118 RT 09 RW 08,Bogor Timur
R003560,TOKO Karya Sentosa,JALAN WIJAYA NOMOR 144 RT 14 RW 05,Bogor Selatan
R003762,UD Berkah Motor,JALAN FLAMBOYAN NOMOR 53 RT 10 RW 02,Bogor Timur
R009509,WARUNG Sejahtera Utama 642,JALAN DURIAN NOMOR 148 RT 03 RW 10,Bogor Utara
R007899,KEDAI Gemilang Rasa 330,JALAN MELATI NOMOR 207 RT 08 RW 02,Bogor Selatan
R003353,TOKO Cahaya Niaga,JALAN WIJAYA NOMOR 104 RT 08 RW 05,Bogor Timur
R013462,TOKO Lestari Digital 834,JL SENTOSA NO 136 RT11 RW09,Bogor Utara
R012568,PT Cahaya Pangan 124,JALAN RAMBUTAN NOMOR 158 RT 08 RW 11,Bogor Barat
R000989,BENGKEL Cahaya Rasa,JALAN FLAMBOYAN NOMOR 153 RT 02 RW 12,Bogor Utara
R013411,KEDAI Nusantara Makmur 793,JALAN SEJAHTERA NOMOR 242 RT 15 RW 04,Bogor Barat
R013603,PT Jaya Usaha 938,JALAN KENCANA NOMOR 129 RT 05 RW 05,Tanah Sareal
R012270,DEPOT Makmur Abadi 875,JALAN ANGGREK NOMOR 10 RT 03 RW 09,Bogor Selatan
R012992,UD Abadi Mandiri 461,JALAN HARAPAN NOMOR 169 RT 08 RW 12,Bogor Utara
R011443,BENGKEL Maju Niaga 188,JALAN CEMPAKA NOMOR 91 RT 14 RW 08,Bogor Utara
R011143,STUDIO Cahaya Busana 939,JALAN KEMUNING NOMOR 59 RT 13 RW 11,Bogor Selatan
R006911,CV Anugerah Karya,JALAN CEMPAKA NOMOR 117 RT 12 RW 07,Tanah Sareal
R003283,BENGKEL Prima Rasa,JALAN DAHLIA NOMOR 16 RT 12 RW 08,Tanah Sareal
R014169,UD Prima Niaga 401,JALAN FLAMBOYAN NOMOR 45 RT 03 RW 05,Bogor Selatan
R003579,PT Maju Sentosa,JALAN SILIWANGI NOMOR 2 RT 07 RW 09,Bogor Tengah
R003565,TOKO Mitra Utama,JALAN KEMUNING NOMOR 235 RT 04 RW 04,Bogor Tengah
R001885,CV Jaya Niaga,JALAN CEMPAKA NOMOR 172 RT 08 RW 01,Bogor Selatan
R012913,CV Berkah Niaga 393,JALAN PAJAJARAN NOMOR 210 RT 05 RW 12,Bogor Timur
R013882,CV Kencana Pangan 170,JALAN SENTOSA NOMOR 3 RT 04 RW 04,Bogor Selatan
R003190,CV Makmur Rasa,JALAN CENDANA NOMOR 46 RT 04 RW 10,Bogor Selatan
R014383,DEPOT Gemilang Busana 584,JALAN KAMBOJA NOMOR 2 RT 11 RW 03,Bogor Timur
R000935,UD Karya Teknik,JALAN DURIAN NOMOR 95 RT 01 RW 11,Bogor Tengah
R003575,Ud Sukses Pangan,JALAN FLAMBOYAN NOMOR 90 RT 06 RW 11,Tanah Sareal
R000043,BENGKEL Mandiri Rasa,JALAN WIJAYA NOMOR 154 RT 12 RW 09,Tanah Sareal
R001580,PT Jaya Digital,JALAN HARAPAN NOMOR 107 RT 08 RW 04,Tanah Sareal
R007110,STUDIO Karya Sentosa,JALAN MANGGA NOMOR 241 RT 09 RW 01,Tanah Sareal
R007116,STUDIO Makmur Mandiri,JALAN PURNAMA NOMOR 233 RT 15 RW 11,Bogor Selatan
R014333,KEDAI Mandiri Mandiri 542,JALAN PINUS NOMOR 174 RT 14 RW 03,Bogor Timur
R014337,UD Prima Niaga 546,JALAN PAJAJARAN NOMOR 132 RT 03 RW 11,Bogor Tengah
R014495,CV Maju Utama 662,JALAN MAWAR NOMOR 3 RT 11 RW 06,Tanah Sareal
R009329,KEDAI Gemilang Sejahtera 498,JALAN CENDANA 135 RT 11 RW 9,Bogor Selatan
R011440,BENGKEL Mandiri Rasa 185,JALAN PINUS NOMOR 135 RT 14 RW 03,Bogor Tengah
R012034,TOKO Nusantara Motor 675,JALAN PAJAJARAN NOMOR 213 RT 11 RW 06,Bogor Timur
R013389,STUDIO Kencana Rasa 772,JALAN PINUS NOMOR 199 RT 06 RW 01,Bogor Utara
R007214,BENGKEL Jaya Teknik,JALAN SILIWANGI NOMOR 109 RT 01 RW 07,Bogor Selatan
R009528,DEPOT Jaya Makmur 653,  Jl.  Kamboja   No 42  RT 05 / RW 04 ,Bogor Barat
R006777,UD Karya Karya,JALAN HARAPAN 31 RT 1 RW 4,Bogor Selatan
R012242,  WARUNG Anugerah Sentosa 851 ,"Jalan Harapan Nomor 55, RT 13 RW 08",Bogor Utara
R014631,WARUNG Jaya Abadi 773,JALAN KAMBOJA NOMOR 150 RT 14 RW 06,Bogor Tengah
R013589,CV Anugerah Mandiri 925,JALAN MANGGA NOMOR 237 RT 02 RW 08,Bogor Barat
R009842,PT Jaya Rasa 881,JALAN SEJAHTERA NOMOR 45 RT 14 RW 09,Bogor Selatan
R008796,WARUNG Sentosa Busana 070,JALAN KAMBOJA NOMOR 35 RT 08 RW 09,Bogor Barat
R005114,PT Sukses Teknik,JALAN NUSA INDAH NOMOR 184 RT 08 RW 05,Bogor Tengah
R011203,UD Maju Sentosa 991,JALAN NUSA INDAH NOMOR 227 RT 07 RW 02,Bogor Tengah
R014431,CV Prima Elektronik 620,JALAN FLAMBOYAN NOMOR 67 RT 01 RW 04,Tanah Sareal
R012237,  STUDIO Anugerah Makmur 848 ,JALAN DURIAN NOMOR 238 RT 07 RW 11,Bogor Timur
R007893,UD Sejahtera Mandiri 324,JALAN PURNAMA NOMOR 74 RT 02 RW 10,Bogor Barat
R006673,STUDIO Lestari Digital,JALAN FLAMBOYAN NOMOR 248 RT 07 RW 06,Bogor Timur
R004742,UD Karya Sejahtera,JL KENCANA NO 141 RT05 RW12,Bogor Timur
R005664,CV Sukses Bersama,JALAN NUSA INDAH NOMOR 49 RT 14 RW 03,Bogor Timur
R012427,CV Berkah Jaya 007,JALAN CEMPAKA NOMOR 199 RT 05 RW 07,Bogor Barat
R005105,KEDAI Mitra Makmur,"Jalan Wijaya Nomor 237, RT 01 RW 05",Tanah Sareal
R008351,WARUNG Utama Makmur 700,JALAN SEJAHTERA NOMOR 90 RT 09 RW 04,Tanah Sareal
R005142,PT Gemilang Mandiri,JALAN SUKAMAJU NOMOR 161 RT 12 RW 09,Bogor Utara
R014679,BENGKEL Prima Rasa 814,JALAN MENTARI NOMOR 130 RT 13 RW 10,Bogor Timur
R005695,PT Abadi Jaya,JALAN MERDEKA NOMOR 133 RT 04 RW 10,Bogor Timur
R014614,STUDIO Abadi Makmur 758,JALAN KEBUN RAYA NOMOR 224 RT 11 RW 05,Bogor Barat
R014315,UD Cahaya Jaya 525,JALAN RAMBUTAN NOMOR 202 RT 06 RW 05,Bogor Timur
R009895,STUDIO Maju Elektronik 921,JALAN NUSA INDAH NOMOR 118 RT 10 RW 04,Bogor Selatan
R009807,CV Karya Usaha 852,JALAN HARAPAN NOMOR 21 RT 10 RW 06,Bogor Utara
R008701,CV Lestari Elektronik 986,JALAN SENTOSA 152 RT 15 RW 8,Bogor Tengah
R010755,BENGKEL Cahaya Niaga 628,JALAN MANGGA NOMOR 35 RT 05 RW 11,Bogor Tengah
R006083,TOKO Gemilang Kreatif,JALAN MANGGA NOMOR 196 RT 04 RW 12,Bogor Timur
R001754,STUDIO Mitra Jaya,JALAN HARAPAN 183 RT 10 RW 7,Bogor Barat
R012495,STUDIO Makmur Sejahtera 066,JALAN KEBUN RAYA NOMOR 75 RT 05 RW 11,Bogor Barat
R005991,TOKO Sukses Sentosa,JALAN TERATAI 44 RT 10 RW 11,Bogor Barat
R014131,CV Mitra Elektronik 367,JALAN FLAMBOYAN NOMOR 128 RT 08 RW 09,Bogor Utara
R008947,Toko Harapan Utama 189,Jl. Kebun Raya No. 152 RT 2/RW 1,Tanah Sareal
R008768,PT Abadi Makmur 044,JALAN SEJAHTERA NOMOR 162 RT 05 RW 06,Bogor Selatan
R012617,BENGKEL Sejahtera Makmur 158,JLN. Flamboyan No 133 RT.11/RW.06,Tanah Sareal
R007543,WARUNG Gemilang Digital 061,JALAN KAMBOJA NOMOR 109 RT 04 RW 07,Bogor Tengah
R008941,BENGKEL Sukses Pangan 185,JALAN KEMUNING NOMOR 7 RT 07 RW 04,Bogor Timur
R004661,KEDAI Makmur Busana,JALAN KENANGA NOMOR 140 RT 06 RW 09,Bogor Timur
R009022,BENGKEL Mandiri Karya 246,JALAN KENCANA NOMOR 240 RT 07 RW 12,Tanah Sareal
R002820,KEDAI Sukses Niaga,JALAN DURIAN NOMOR 41 RT 05 RW 07,Tanah Sareal
R007619,DEPOT Lestari Teknik 116,JALAN KAMBOJA NOMOR 187 RT 13 RW 01,Bogor Barat
R008526,CV Cahaya Kreatif 840,JALAN HARAPAN NOMOR 162 RT 15 RW 03,Bogor Barat
R011038,BENGKEL Utama Makmur 851,JALAN CEMPAKA NOMOR 167 RT 15 RW 04,Tanah Sareal
R012534,TOKO Sejahtera Busana 098,JALAN HARAPAN NOMOR 71 RT 05 RW 12,Bogor Tengah
R010753,PT Nusantara Jaya 626,JALAN MERDEKA NOMOR 200 RT 14 RW 09,Bogor Selatan
R011025,STUDIO Gemilang Makmur 849,JALAN KEBUN RAYA NOMOR 81 RT 08 RW 07,Bogor Selatan
R008308,WARUNG Sejahtera Rasa 666,JALAN KENANGA NOMOR 209 RT 13 RW 03,Tanah Sareal
R000329,WARUNG Prima Sejahtera,JALAN RAMBUTAN NOMOR 219 RT 02 RW 06,Bogor Timur
R013797,TOKO Jaya Motor 098,JALAN SILIWANGI NOMOR 148 RT 04 RW 11,Bogor Barat
R009817,STUDIO Cahaya Persada 859,JALAN DAHLIA NOMOR 140 RT 02 RW 03,Bogor Timur
R006748,PT Anugerah Digital,JALAN FLAMBOYAN NOMOR 137 RT 06 RW 02,Bogor Selatan
R001089,BENGKEL Sukses Mandiri,JALAN SILIWANGI NOMOR 248 RT 04 RW 03,Bogor Utara
R012103,TOKO  Nusantara Jaya 730,JL MENTARI NO 24 RT13 RW07,Bogor Timur
R010320,UD Gemilang Teknik 272,JALAN MELATI NOMOR 2 RT 12 RW 12,Bogor Tengah
R013634,KEDAI Lestari Abadi 966,JALAN WIJAYA NOMOR 41 RT 07 RW 06,Bogor Timur
R011294,CV Cahaya Kreatif 066,JALAN WIJAYA NOMOR 199 RT 15 RW 11,Bogor Utara
R008449,BENGKEL Gemilang Usaha 780,JALAN PURNAMA NOMOR 86 RT 07 RW 06,Tanah Sareal
R002286,studio gemilang elektronik,JALAN MANGGA 41 RT 13 RW 7,Bogor Utara
R006091,WARUNG Anugerah Digital,JALAN KENCANA NOMOR 192 RT 10 RW 11,Bogor Tengah
R000300,DEPOT Mitra Karya,JALAN MERDEKA NOMOR 86 RT 09 RW 04,Bogor Timur
R013384,WARUNG Utama Elektronik 767,JALAN NUSA INDAH NOMOR 108 RT 13 RW 10,Bogor Barat
R014437,WARUNG Sejahtera Mandiri 625,JALAN RAMBUTAN NOMOR 138 RT 01 RW 09,Bogor Tengah
R012522,KEDAI Mandiri Makmur 088,JALAN KAMBOJA NOMOR 158 RT 08 RW 07,Tanah Sareal
R010165,PT Nusantara Karya 142,JALAN MANGGA NOMOR 177 RT 03 RW 06,Bogor Barat
R012408,DEPOT Cahaya Elektronik 993,  Jl.  Nusa Indah   No 211  RT 01 / RW 10 ,Bogor Barat
R010147,TOKO Maju Motor 127,Jl. Teratai No. 31 RT 12/RW 11,Bogor Barat
R011889,TOKO Sejahtera Usaha 552,JALAN DURIAN NOMOR 162 RT 05 RW 10,Bogor Timur
R006420,DEPOT Anugerah Mandiri,JALAN MENTARI NOMOR 179 RT 01 RW 01,Tanah Sareal
R014069,DEPOT Mandiri Jaya 315,JALAN SUKAMAJU NOMOR 117 RT 05 RW 12,Bogor Barat
R002687,STUDIO Anugerah Jaya,JALAN WIJAYA NOMOR 249 RT 15 RW 10,Bogor Utara
R013493,BENGKEL Kencana Motor 861,JALAN DAHLIA NOMOR 9 RT 08 RW 07,Bogor Barat
R004228,BENGKEL Jaya Teknik,JALAN FLAMBOYAN NOMOR 199 RT 10 RW 12,Bogor Timur
R000163,KEDAI Harapan Utama,JALAN SUKAMAJU NOMOR 237 RT 06 RW 02,Bogor Selatan
R001392,CV Mitra Kreatif,JALAN SEJAHTERA NOMOR 1 RT 01 RW 11,Bogor Selatan
R012385,TOKO Berkah Kreatif 977,JALAN MANGGA NOMOR 188 RT 03 RW 06,Bogor Tengah
R014309,BENGKEL Makmur Niaga 519,JALAN RAMBUTAN NOMOR 201 RT 06 RW 06,Bogor Tengah
